mode: set
blackjack/main.go:77.13,78.21 1 1
blackjack/main.go:82.2,83.16 2 1
blackjack/main.go:86.2,90.31 4 1
blackjack/main.go:78.21,80.3 1 1
blackjack/main.go:83.16,85.3 1 0
blackjack/main.go:90.31,100.3 9 0
blackjack/main.go:103.22,106.26 2 0
blackjack/main.go:111.2,113.16 3 0
blackjack/main.go:117.2,117.19 1 0
blackjack/main.go:124.2,126.16 2 0
blackjack/main.go:155.2,155.53 1 0
blackjack/main.go:161.2,161.26 1 0
blackjack/main.go:165.2,165.15 1 0
blackjack/main.go:106.26,109.3 2 0
blackjack/main.go:113.16,115.3 1 0
blackjack/main.go:117.19,122.3 4 0
blackjack/main.go:126.16,145.32 2 0
blackjack/main.go:149.3,152.12 3 0
blackjack/main.go:145.32,147.4 1 0
blackjack/main.go:155.53,156.38 1 0
blackjack/main.go:156.38,158.4 1 0
blackjack/main.go:161.26,163.3 1 0
blackjack/main.go:165.15,166.43 1 0
blackjack/main.go:166.43,169.35 2 0
blackjack/main.go:190.4,190.43 1 0
blackjack/main.go:169.35,170.30 1 0
blackjack/main.go:175.5,175.27 1 0
blackjack/main.go:187.5,187.21 1 0
blackjack/main.go:170.30,173.6 1 0
blackjack/main.go:175.27,177.30 1 0
blackjack/main.go:177.30,180.7 1 0
blackjack/main.go:180.12,180.37 1 0
blackjack/main.go:180.37,182.7 1 0
blackjack/main.go:182.12,184.7 1 0
blackjack/main.go:190.43,191.18 1 0
blackjack/main.go:200.5,203.48 2 0
blackjack/main.go:208.5,213.33 4 0
blackjack/main.go:218.5,218.33 1 0
blackjack/main.go:224.5,224.30 1 0
blackjack/main.go:232.5,235.34 2 0
blackjack/main.go:249.5,249.27 1 0
blackjack/main.go:267.5,267.30 1 0
blackjack/main.go:274.5,277.71 2 0
blackjack/main.go:191.18,192.34 1 0
blackjack/main.go:192.34,194.21 2 0
blackjack/main.go:194.21,196.8 1 0
blackjack/main.go:203.48,206.6 1 0
blackjack/main.go:213.33,216.6 1 0
blackjack/main.go:218.33,221.6 1 0
blackjack/main.go:224.30,225.43 1 0
blackjack/main.go:225.43,228.7 1 0
blackjack/main.go:235.34,236.74 1 0
blackjack/main.go:236.74,239.83 1 0
blackjack/main.go:239.83,241.8 1 0
blackjack/main.go:242.12,242.32 1 0
blackjack/main.go:242.32,245.7 1 0
blackjack/main.go:249.27,251.49 1 0
blackjack/main.go:256.6,256.51 1 0
blackjack/main.go:261.6,261.24 1 0
blackjack/main.go:251.49,253.7 1 0
blackjack/main.go:256.51,258.7 1 0
blackjack/main.go:261.24,263.7 1 0
blackjack/main.go:267.30,268.49 1 0
blackjack/main.go:268.49,270.7 1 0
blackjack/main.go:396.36,397.20 1 0
blackjack/main.go:544.2,544.11 1 0
blackjack/main.go:398.16,399.21 1 0
blackjack/main.go:409.11,410.21 1 0
blackjack/main.go:420.13,421.21 1 0
blackjack/main.go:431.12,432.21 1 0
blackjack/main.go:442.12,443.21 1 0
blackjack/main.go:453.11,454.21 1 0
blackjack/main.go:464.13,465.21 1 0
blackjack/main.go:475.13,476.21 1 0
blackjack/main.go:486.12,487.21 1 0
blackjack/main.go:497.11,498.21 1 0
blackjack/main.go:508.12,509.21 1 0
blackjack/main.go:519.13,520.21 1 0
blackjack/main.go:530.12,531.21 1 0
blackjack/main.go:541.10,542.12 1 0
blackjack/main.go:400.15,401.17 1 0
blackjack/main.go:402.15,403.17 1 0
blackjack/main.go:404.17,405.17 1 0
blackjack/main.go:406.14,407.17 1 0
blackjack/main.go:411.15,412.17 1 0
blackjack/main.go:413.15,414.17 1 0
blackjack/main.go:415.17,416.17 1 0
blackjack/main.go:417.14,418.17 1 0
blackjack/main.go:422.15,423.17 1 0
blackjack/main.go:424.15,425.17 1 0
blackjack/main.go:426.17,427.17 1 0
blackjack/main.go:428.14,429.17 1 0
blackjack/main.go:433.15,434.17 1 0
blackjack/main.go:435.15,436.17 1 0
blackjack/main.go:437.17,438.17 1 0
blackjack/main.go:439.14,440.17 1 0
blackjack/main.go:444.15,445.17 1 0
blackjack/main.go:446.15,447.17 1 0
blackjack/main.go:448.17,449.17 1 0
blackjack/main.go:450.14,451.17 1 0
blackjack/main.go:455.15,456.17 1 0
blackjack/main.go:457.15,458.17 1 0
blackjack/main.go:459.17,460.17 1 0
blackjack/main.go:461.14,462.17 1 0
blackjack/main.go:466.15,467.17 1 0
blackjack/main.go:468.15,469.17 1 0
blackjack/main.go:470.17,471.17 1 0
blackjack/main.go:472.14,473.17 1 0
blackjack/main.go:477.15,478.17 1 0
blackjack/main.go:479.15,480.17 1 0
blackjack/main.go:481.17,482.17 1 0
blackjack/main.go:483.14,484.17 1 0
blackjack/main.go:488.15,489.17 1 0
blackjack/main.go:490.15,491.17 1 0
blackjack/main.go:492.17,493.17 1 0
blackjack/main.go:494.14,495.17 1 0
blackjack/main.go:499.15,500.17 1 0
blackjack/main.go:501.15,502.17 1 0
blackjack/main.go:503.17,504.17 1 0
blackjack/main.go:505.14,506.17 1 0
blackjack/main.go:510.15,511.17 1 0
blackjack/main.go:512.15,513.17 1 0
blackjack/main.go:514.17,515.17 1 0
blackjack/main.go:516.14,517.17 1 0
blackjack/main.go:521.15,522.17 1 0
blackjack/main.go:523.15,524.17 1 0
blackjack/main.go:525.17,526.17 1 0
blackjack/main.go:527.14,528.17 1 0
blackjack/main.go:532.15,533.17 1 0
blackjack/main.go:534.15,535.17 1 0
blackjack/main.go:536.17,537.17 1 0
blackjack/main.go:538.14,539.17 1 0
blackjack/main.go:547.32,548.18 1 0
blackjack/main.go:551.2,551.20 1 0
blackjack/main.go:548.18,550.3 1 0
blackjack/main.go:552.11,553.11 1 0
blackjack/main.go:554.11,555.11 1 0
blackjack/main.go:556.13,557.11 1 0
blackjack/main.go:558.12,559.11 1 0
blackjack/main.go:560.12,561.11 1 0
blackjack/main.go:562.11,563.11 1 0
blackjack/main.go:564.13,565.11 1 0
blackjack/main.go:566.13,567.11 1 0
blackjack/main.go:568.12,569.11 1 0
blackjack/main.go:570.11,571.12 1 0
blackjack/main.go:572.12,573.12 1 0
blackjack/main.go:574.13,575.12 1 0
blackjack/main.go:576.12,577.12 1 0
blackjack/main.go:578.11,579.12 1 0
blackjack/main.go:580.10,581.11 1 0
blackjack/main.go:585.54,586.17 1 1
blackjack/main.go:593.2,593.16 1 1
blackjack/main.go:586.17,587.17 1 0
blackjack/main.go:587.17,589.4 1 0
blackjack/main.go:589.9,591.4 1 0
blackjack/main.go:593.16,595.3 1 0
blackjack/main.go:595.8,597.21 2 1
blackjack/main.go:601.3,601.17 1 1
blackjack/main.go:597.21,599.4 1 0
blackjack/main.go:601.17,603.4 1 0
blackjack/main.go:603.9,605.4 1 1
blackjack/main.go:609.44,610.17 1 1
blackjack/main.go:613.2,613.18 1 1
blackjack/main.go:616.2,616.20 1 1
blackjack/main.go:610.17,612.3 1 1
blackjack/main.go:613.18,615.3 1 1
blackjack/main.go:617.11,618.11 1 0
blackjack/main.go:619.11,620.11 1 1
blackjack/main.go:621.13,622.11 1 1
blackjack/main.go:623.12,624.11 1 1
blackjack/main.go:625.12,626.11 1 1
blackjack/main.go:627.11,628.11 1 1
blackjack/main.go:629.13,630.11 1 1
blackjack/main.go:631.13,632.11 1 1
blackjack/main.go:633.12,634.11 1 1
blackjack/main.go:635.30,636.12 1 1
blackjack/main.go:637.11,638.11 1 1
blackjack/main.go:643.10,644.11 1 0
blackjack/main.go:638.11,640.4 1 1
blackjack/main.go:640.9,642.4 1 1
blackjack/main.go:676.42,681.2 4 1
blackjack/main.go:683.37,687.39 3 0
blackjack/main.go:698.2,698.39 1 0
